;NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_COR_RACA;TP_ESCOLA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q001;Q002;Q006;Q012;Q019;Q025
11712;210061560000;2023;11;F;Parda;Não Respondeu;RO;570.4;568.8;564.0;638.3;580.0;E;F;B;Sim, uma;Sim, uma;Sim
11713;210061327168;2023;3;F;Parda;Pública;BA;502.6;491.4;463.1;348.1;600.0;D;E;G;Sim, uma;Sim, duas;Sim
11714;210061801225;2023;2;M;Parda;Não Respondeu;PE;416.8;550.8;564.0;384.0;340.0;C;C;C;Sim, uma;Sim, uma;Sim
11715;210060728562;2023;3;F;Branca;Privada;MA;495.8;554.6;587.7;563.2;840.0;E;F;G;Sim, uma;Sim, duas;Sim
11716;210059048559;2023;14;F;Preta;Não Respondeu;RN;484.1;498.5;536.4;403.6;0.0;H;H;A;Sim, uma;Sim, uma;Não
11717;210059129050;2023;8;F;Parda;Não Respondeu;AM;488.6;433.6;511.6;461.3;500.0;H;E;D;Sim, uma;Sim, uma;Sim
11718;210060920543;2023;3;F;Parda;Pública;MG;431.7;458.8;521.0;480.5;460.0;E;E;E;Sim, uma;Sim, uma;Sim
11719;210059570764;2023;3;F;Parda;Pública;ES;461.6;527.7;482.9;614.1;620.0;H;B;C;Sim, uma;Sim, uma;Sim
11720;210059032873;2023;9;M;Parda;Não Respondeu;BA;;;;;;B;B;B;Sim, uma;Não;Sim
11721;210058144367;2023;5;M;Branca;Não Respondeu;SE;515.8;609.5;552.9;505.1;720.0;B;A;B;Sim, uma;Sim, uma;Sim
11722;210059000406;2023;2;F;Branca;Pública;ES;;;;;;G;G;B;Sim, uma;Sim, uma;Sim
11723;210059224424;2023;3;M;Parda;Pública;AM;542.1;629.3;547.7;583.9;700.0;E;E;E;Sim, uma;Sim, uma;Sim
11724;210059084028;2023;3;F;Branca;Pública;SP;495.0;563.4;544.3;457.4;540.0;D;E;H;Sim, uma;Sim, três;Sim
11725;210059739459;2023;3;F;Parda;Pública;RJ;;;;;;C;E;E;Sim, uma;Sim, uma;Sim
11726;210059495068;2023;2;F;Parda;Pública;GO;429.8;401.4;500.0;421.9;600.0;C;C;B;Sim, uma;Sim, uma;Sim
11727;210059579955;2023;1;M;Branca;Não Respondeu;CE;686.1;688.0;693.7;800.9;920.0;G;G;Q;Sim, uma;Sim, três;Sim
11728;210058095883;2023;2;F;Branca;Pública;PE;512.8;564.5;581.0;523.5;920.0;E;D;B;Sim, uma;Sim, uma;Não
11729;210061389163;2023;13;F;Branca;Não Respondeu;MG;490.0;492.0;451.8;565.4;440.0;B;E;D;Sim, uma;Sim, uma;Sim
11730;210060034151;2023;12;M;Não declarado;Não Respondeu;MG;668.5;703.5;527.8;739.9;800.0;D;D;N;Sim, duas;Sim, três;Sim
11731;210060207143;2023;8;M;Branca;Não Respondeu;SP;480.0;512.8;480.9;491.0;340.0;E;E;D;Sim, uma;Sim, uma;Sim
11732;210058109650;2023;3;F;Preta;Pública;SP;463.6;564.6;554.1;545.4;680.0;E;E;D;Sim, uma;Sim, uma;Sim
11733;210061472958;2023;4;M;Branca;Pública;SP;;;;;;E;F;L;Sim, uma;Sim, uma;Sim
11734;210059885999;2023;5;F;Branca;Não Respondeu;PA;;;;;;C;H;B;Sim, uma;Não;Não
11735;210059597883;2023;11;F;Branca;Não Respondeu;PR;426.8;514.5;466.6;361.5;520.0;B;C;A;Sim, uma;Sim, uma;Sim
11736;210059829222;2023;5;M;Parda;Não Respondeu;PI;507.7;608.6;567.7;424.0;760.0;C;D;C;Sim, uma;Sim, uma;Sim
11737;210061622942;2023;2;M;Parda;Pública;CE;529.1;521.4;505.0;617.8;0.0;H;H;B;Sim, uma;Sim, uma;Não
11738;210059006936;2023;2;F;Parda;Pública;MA;420.6;507.3;430.4;480.1;440.0;B;E;B;Sim, uma;Sim, uma;Sim
11739;210058476634;2023;3;F;Branca;Privada;ES;503.4;597.4;592.5;607.9;960.0;F;E;H;Sim, duas;Sim, uma;Sim
11740;210059292472;2023;4;F;Parda;Não Respondeu;MG;520.1;488.2;516.7;429.3;460.0;F;G;G;Sim, uma;Sim, uma;Sim
11741;210061296926;2023;3;F;Parda;Pública;RN;530.7;585.3;537.0;427.3;780.0;E;E;B;Sim, uma;Sim, uma;Sim
11742;210059282238;2023;2;F;Parda;Pública;PE;;;;;;B;E;B;Sim, uma;Sim, uma;Não
11743;210060729951;2023;2;M;Parda;Não Respondeu;RJ;351.5;417.3;391.1;362.5;520.0;D;E;C;Sim, uma;Sim, uma;Sim
11744;210061194212;2023;5;F;Amarela;Não Respondeu;CE;437.2;397.3;533.0;352.2;700.0;E;F;D;Sim, uma;Sim, uma;Sim
11745;210061650018;2023;4;F;Branca;Não Respondeu;RJ;;;;;;F;F;H;Sim, uma;Sim, duas;Sim
11746;210058386270;2023;2;M;Parda;Pública;SP;553.1;605.7;558.0;667.5;780.0;E;C;Q;Sim, uma;Sim, uma;Sim
11747;210058331020;2023;10;F;Parda;Não Respondeu;ES;;;;;;E;E;E;Sim, uma;Sim, uma;Sim
11748;210060979518;2023;5;F;Parda;Não Respondeu;PB;467.7;395.4;404.1;442.8;300.0;C;C;A;Sim, uma;Não;Sim
11749;210061227519;2023;2;M;Parda;Não Respondeu;RO;493.1;481.5;483.3;568.2;0.0;E;F;G;Sim, uma;Sim, uma;Sim
11750;210058103796;2023;4;F;Branca;Não Respondeu;SP;444.7;465.8;432.8;459.4;660.0;H;E;B;Sim, uma;Sim, uma;Sim
11751;210058165643;2023;11;F;Branca;Não Respondeu;SP;;;;;;C;F;C;Sim, uma;Sim, uma;Sim
11752;210060205978;2023;2;F;Parda;Privada;CE;409.0;493.5;552.4;437.8;740.0;G;E;D;Sim, uma;Sim, uma;Sim
11753;210058236114;2023;4;F;Preta;Não Respondeu;BA;;;;;;B;B;C;Sim, uma;Não;Sim
11754;210059669146;2023;9;M;Preta;Não Respondeu;SP;542.2;545.4;519.9;511.5;560.0;D;E;E;Sim, uma;Não;Sim
11755;210059597171;2023;6;F;Branca;Não Respondeu;RJ;742.2;726.8;646.7;801.2;900.0;E;G;I;Sim, uma;Sim, duas;Sim
11756;210058858637;2023;8;M;Parda;Pública;GO;;;;;;D;B;B;Sim, uma;Não;Sim
11757;210060883474;2023;4;F;Parda;Não Respondeu;MA;374.2;353.9;437.3;513.5;940.0;C;D;B;Não;Não;Sim
11758;210058336479;2023;11;M;Preta;Não Respondeu;RS;;;;;;E;C;B;Sim, uma;Sim, uma;Sim
11759;210061442003;2023;18;F;Parda;Não Respondeu;RS;400.2;433.3;467.3;387.8;0.0;C;A;E;Sim, uma;Sim, uma;Sim
11760;210061776547;2023;1;M;Branca;Não Respondeu;PE;532.3;537.2;563.9;640.8;560.0;E;G;N;Sim, uma;Sim, três;Sim
11761;210059410951;2023;3;M;Branca;Não Respondeu;SP;;;;;;E;E;O;Sim, uma;Sim, uma;Sim
11762;210060028944;2023;3;F;Branca;Pública;GO;530.4;596.7;582.6;659.2;900.0;F;G;H;Sim, uma;Sim, uma;Sim
11763;210060562863;2023;16;F;Parda;Não Respondeu;BA;437.9;541.0;495.1;405.6;540.0;G;E;B;Sim, uma;Sim, uma;Sim
11764;210060177556;2023;11;F;Preta;Não Respondeu;SC;;526.6;450.7;;460.0;B;B;E;Sim, uma;Sim, duas;Sim
11765;210060492895;2023;1;F;Branca;Não Respondeu;PR;552.2;546.9;436.0;643.1;800.0;E;G;E;Sim, uma;Sim, uma;Sim
11766;210060136317;2023;6;F;Parda;Não Respondeu;BA;;;;;;D;E;B;Sim, uma;Não;Não
11767;210061835641;2023;5;F;Branca;Não Respondeu;PR;;;;;;E;F;E;Sim, uma;Sim, duas;Sim
11768;210059440002;2023;17;F;Parda;Pública;BA;;;;;;H;H;C;Sim, uma;Sim, uma;Sim
11769;210060685696;2023;11;F;Preta;Não Respondeu;BA;572.5;531.6;469.4;344.5;900.0;B;B;B;Sim, uma;Sim, uma;Sim
11770;210061973314;2023;4;M;Parda;Pública;DF;500.7;575.6;602.9;401.4;520.0;E;F;H;Sim, uma;Sim, uma;Sim
11771;210059316352;2023;1;F;Branca;Não Respondeu;GO;551.1;595.1;510.7;558.5;540.0;G;E;E;Sim, uma;Sim, duas;Sim
11772;210060436720;2023;3;F;Parda;Pública;GO;388.7;526.8;533.1;461.6;580.0;C;C;C;Sim, uma;Sim, uma;Sim
11773;210060652561;2023;11;F;Branca;Não Respondeu;BA;;;;;;A;A;B;Sim, uma;Sim, uma;Não
11774;210060336476;2023;14;F;Parda;Não Respondeu;MG;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
11775;210058987584;2023;5;F;Amarela;Pública;MG;;;;;;B;E;A;Sim, uma;Não;Sim
11776;210060675212;2023;2;F;Parda;Pública;PE;479.3;532.9;517.8;463.0;860.0;E;F;B;Sim, uma;Sim, uma;Não
11777;210059052200;2023;8;M;Preta;Não Respondeu;SP;;;;;;E;E;C;Sim, uma;Sim, uma;Sim
11778;210058677840;2023;1;F;Branca;Não Respondeu;SP;644.4;637.4;603.9;745.7;840.0;G;G;N;Sim, uma;Sim, quatro ou mais;Sim
11779;210058688246;2023;4;F;Preta;Não Respondeu;BA;485.7;547.1;588.5;422.5;700.0;C;E;B;Sim, uma;Sim, uma;Sim
11780;210059906785;2023;11;F;Indígena;Não Respondeu;SP;497.5;579.0;505.3;451.1;480.0;A;E;B;Sim, uma;Não;Sim
11781;210061706553;2023;2;F;Branca;Privada;SP;514.1;548.3;537.1;691.4;720.0;D;F;G;Sim, uma;Sim, três;Sim
11782;210061409868;2023;4;F;Indígena;Não Respondeu;PI;;;;;;B;B;A;Sim, uma;Sim, uma;Sim
11783;210060581574;2023;4;M;Preta;Não Respondeu;MA;;;;;;G;G;L;Sim, uma;Sim, duas;Sim
11784;210060157748;2023;8;F;Branca;Não Respondeu;AP;;;;;;E;F;G;Sim, uma;Sim, uma;Sim
11785;210058094926;2023;2;M;Parda;Pública;PE;488.3;557.2;514.9;593.7;800.0;E;E;B;Sim, uma;Sim, uma;Sim
11786;210059880403;2023;3;F;Parda;Não Respondeu;RN;;;;;;D;B;E;Sim, uma;Sim, uma;Sim
11787;210062025747;2023;3;M;Parda;Pública;PR;;;;;;F;E;D;Sim, uma;Sim, uma;Sim
11788;210061216542;2023;3;F;Preta;Pública;SP;438.8;428.8;453.6;340.5;460.0;B;D;B;Sim, uma;Sim, duas;Sim
11789;210059891796;2023;12;M;Branca;Não Respondeu;RS;;;;;;B;B;E;Sim, uma;Sim, uma;Sim
11790;210060320130;2023;10;F;Branca;Não Respondeu;SP;494.5;487.4;525.8;455.5;400.0;E;E;H;Sim, duas;Sim, quatro ou mais;Sim
11791;210060059258;2023;13;M;Parda;Não Respondeu;CE;;;;;;D;D;F;Sim, uma;Sim, uma;Sim
11792;210059377513;2023;2;F;Branca;Pública;ES;500.2;499.1;526.8;422.3;600.0;E;E;B;Sim, uma;Sim, duas;Não
11793;210061869948;2023;1;F;Branca;Não Respondeu;PB;505.9;591.3;576.6;410.8;0.0;D;G;D;Sim, uma;Sim, uma;Sim
11794;210060266366;2023;2;M;Parda;Não Respondeu;PE;472.6;529.0;471.2;547.1;600.0;B;E;B;Sim, uma;Sim, uma;Sim
11795;210061858210;2023;3;M;Parda;Pública;AM;361.6;336.2;411.0;386.2;380.0;B;B;A;Sim, uma;Sim, uma;Não
11796;210061407972;2023;6;F;Branca;Não Respondeu;SP;;;;;;B;F;I;Sim, uma;Sim, três;Sim
11797;210060919501;2023;3;M;Parda;Não Respondeu;MT;374.6;398.3;324.9;468.8;560.0;G;G;N;Sim, uma;Sim, uma;Sim
11798;210058044878;2023;3;F;Branca;Privada;RS;;518.4;477.7;;560.0;C;G;C;Sim, uma;Sim, uma;Sim
11799;210061031331;2023;7;M;Branca;Não Respondeu;PR;;;;;;B;B;D;Sim, uma;Sim, uma;Sim
11800;210059988843;2023;3;F;Parda;Pública;MG;438.5;505.7;515.3;539.7;600.0;C;B;D;Sim, uma;Sim, uma;Sim
11801;210061915007;2023;1;F;Parda;Não Respondeu;SE;;;;;;C;C;B;Sim, uma;Sim, uma;Sim
11802;210058143150;2023;2;F;Branca;Pública;RS;;;;;;H;E;E;Sim, uma;Sim, uma;Sim
11803;210061594169;2023;3;F;Branca;Pública;SP;481.0;501.4;494.0;430.7;600.0;B;E;F;Sim, uma;Sim, uma;Sim
11804;210061271048;2023;2;F;Branca;Não Respondeu;RO;;;;;;B;C;B;Sim, uma;Sim, uma;Sim
11805;210061906752;2023;2;M;Branca;Pública;SP;531.1;524.8;527.1;393.4;540.0;E;E;O;Sim, uma;Sim, uma;Sim
11806;210058180581;2023;10;F;Branca;Não Respondeu;MS;;;;;;H;H;B;Sim, uma;Sim, uma;Sim
11807;210061469255;2023;1;M;Parda;Não Respondeu;SP;;498.7;481.0;;520.0;C;E;Q;Sim, duas;Sim, quatro ou mais;Sim
11808;210058843578;2023;3;M;Parda;Pública;MA;;;;;;H;E;D;Sim, uma;Sim, uma;Sim
11809;210058175056;2023;13;M;Parda;Não Respondeu;PE;;;;;;B;B;F;Sim, uma;Sim, duas;Sim
11810;210060381243;2023;4;F;Amarela;Não Respondeu;MG;;;;;;D;D;A;Sim, uma;Sim, uma;Sim
11811;210060737523;2023;10;M;Parda;Não Respondeu;BA;;;;;;C;B;B;Sim, uma;Sim, uma;Sim
11812;210058978176;2023;12;M;Branca;Não Respondeu;PA;;;;;;G;G;J;Sim, uma;Sim, duas;Sim
11813;210060781156;2023;3;F;Branca;Pública;RS;433.2;608.5;572.7;632.2;800.0;E;E;F;Sim, uma;Sim, duas;Sim
11814;210060914355;2023;15;M;Parda;Não Respondeu;PR;;;;;;H;C;E;Sim, uma;Não;Sim
11815;210061745888;2023;3;M;Branca;Não Respondeu;ES;559.4;626.0;584.4;660.0;840.0;F;G;Q;Sim, uma;Sim, duas;Sim
11816;210061727939;2023;2;M;Branca;Pública;SP;586.9;616.2;634.4;780.1;460.0;E;F;G;Sim, uma;Sim, uma;Sim
11817;210062036476;2023;1;F;Preta;Não Respondeu;PI;410.7;469.9;494.7;496.2;840.0;C;E;B;Sim, uma;Não;Sim
11818;210058072893;2023;3;F;Parda;Pública;DF;567.7;624.8;618.4;403.0;700.0;H;D;D;Sim, uma;Sim, três;Sim
11819;210058876067;2023;11;M;Branca;Não Respondeu;SP;;;;;;G;E;C;Sim, uma;Sim, uma;Sim
11820;210059358030;2023;11;M;Parda;Não Respondeu;AM;;;;;;H;C;B;Sim, uma;Sim, uma;Não
11821;210059972333;2023;3;F;Preta;Pública;SP;397.3;632.2;598.6;570.4;840.0;E;E;F;Sim, uma;Sim, duas;Sim
11822;210061083295;2023;3;F;Branca;Pública;PE;413.2;558.2;566.0;689.7;700.0;C;E;B;Sim, uma;Sim, uma;Sim
11823;210059790795;2023;2;F;Branca;Não Respondeu;RO;389.4;384.4;372.8;417.6;420.0;E;B;E;Sim, duas;Sim, três;Sim
11824;210059956971;2023;5;F;Parda;Pública;MS;463.8;390.0;316.5;399.4;300.0;D;D;C;Sim, uma;Sim, uma;Sim
11825;210059649391;2023;6;F;Branca;Não Respondeu;PR;483.9;362.7;524.5;552.0;680.0;F;G;E;Sim, uma;Sim, uma;Sim
11826;210060896813;2023;2;M;Parda;Não Respondeu;RJ;639.3;644.0;624.5;802.8;400.0;F;F;N;Sim, uma;Sim, quatro ou mais;Sim
11827;210061491511;2023;9;M;Preta;Não Respondeu;BA;;;;;;H;C;B;Sim, uma;Sim, uma;Não
11828;210059824071;2023;7;F;Branca;Não Respondeu;RR;;;;;;B;G;B;Sim, uma;Sim, uma;Sim
11829;210061358039;2023;1;F;Branca;Não Respondeu;SP;;613.8;602.7;;880.0;G;F;K;Sim, duas;Sim, três;Sim
11830;210060005069;2023;6;M;Parda;Não Respondeu;MG;533.4;508.3;561.9;458.3;640.0;H;E;D;Sim, uma;Não;Sim
11831;210059831930;2023;3;M;Parda;Não Respondeu;BA;683.4;700.2;665.0;791.7;900.0;F;E;H;Sim, uma;Sim, duas;Sim
11832;210061688067;2023;5;F;Preta;Não Respondeu;CE;471.9;595.9;612.9;696.5;540.0;E;E;E;Sim, uma;Sim, uma;Sim
11833;210061638356;2023;2;F;Branca;Pública;SP;396.7;0.0;442.3;456.0;0.0;D;E;C;Sim, uma;Sim, uma;Sim
11834;210061146818;2023;4;F;Branca;Não Respondeu;CE;453.3;482.3;486.3;392.1;720.0;B;E;B;Sim, uma;Sim, uma;Sim
11835;210058154071;2023;2;M;Parda;Pública;BA;509.4;601.8;548.0;714.2;800.0;G;G;N;Sim, uma;Sim, três;Sim
11836;210060530469;2023;7;F;Branca;Não Respondeu;DF;;;;;;C;E;B;Sim, uma;Sim, uma;Sim
11837;210060789456;2023;1;F;Parda;Não Respondeu;MA;447.6;480.5;515.5;506.1;740.0;G;E;A;Sim, uma;Sim, uma;Sim
11838;210061985507;2023;3;M;Branca;Privada;RS;451.0;504.9;514.4;480.3;440.0;F;E;L;Sim, uma;Sim, duas;Sim
11839;210058755095;2023;5;F;Parda;Não Respondeu;TO;476.5;465.0;384.5;429.2;480.0;B;B;C;Sim, uma;Sim, uma;Sim
11840;210059073152;2023;6;F;Branca;Não Respondeu;RS;;;;;;B;C;B;Sim, uma;Sim, uma;Sim
11841;210059113492;2023;13;F;Parda;Não Respondeu;PE;;;;;;B;E;D;Sim, uma;Sim, uma;Sim
11842;210058385705;2023;4;F;Parda;Não Respondeu;TO;495.3;489.0;539.1;398.2;560.0;E;E;C;Sim, uma;Sim, uma;Sim
11843;210061675353;2023;3;M;Preta;Pública;MA;427.2;401.6;461.6;501.6;520.0;C;E;E;Sim, uma;Sim, uma;Sim
11844;210059503612;2023;2;F;Parda;Pública;PB;396.3;510.4;479.3;455.6;620.0;D;D;D;Sim, uma;Sim, uma;Sim
11845;210060830004;2023;11;M;Preta;Não Respondeu;GO;;;;;;B;E;A;Sim, uma;Sim, uma;Não
11846;210060297784;2023;2;F;Branca;Pública;SP;;478.8;595.9;;540.0;D;E;C;Sim, uma;Sim, uma;Sim
11847;210061443492;2023;4;M;Parda;Pública;RJ;;;;;;F;E;C;Sim, uma;Sim, uma;Sim
11848;210060613628;2023;4;M;Parda;Pública;RJ;505.2;427.5;438.8;390.6;660.0;E;B;B;Sim, duas;Sim, três;Sim
11849;210058071792;2023;2;F;Não declarado;Pública;MG;342.7;364.2;480.8;412.3;0.0;D;D;D;Sim, uma;Sim, uma;Sim
11850;210060481355;2023;13;F;Branca;Não Respondeu;AP;436.5;429.3;479.9;380.0;480.0;B;H;A;Sim, uma;Sim, uma;Sim
11851;210061383933;2023;2;F;Branca;Privada;RJ;422.2;562.0;581.2;496.3;680.0;E;E;H;Sim, duas;Sim, uma;Sim
11852;210060872267;2023;11;F;Preta;Não Respondeu;MT;;;;;;D;E;G;Sim, uma;Sim, uma;Sim
11853;210061780227;2023;3;F;Parda;Pública;MA;531.3;426.6;509.7;536.9;800.0;D;E;B;Sim, uma;Sim, uma;Não
11854;210060951998;2023;3;F;Branca;Pública;CE;380.4;498.3;515.4;344.2;580.0;C;G;G;Sim, uma;Sim, duas;Sim
11855;210059897704;2023;2;M;Não declarado;Pública;PR;635.2;597.7;548.0;546.5;520.0;D;C;C;Sim, uma;Sim, uma;Sim
11856;210058826176;2023;13;F;Parda;Não Respondeu;AC;507.3;530.3;530.6;504.8;440.0;B;B;A;Não;Não;Não
11857;210059174905;2023;3;F;Preta;Pública;CE;359.6;440.5;456.3;389.5;380.0;H;C;B;Sim, uma;Sim, uma;Sim
11858;210058613412;2023;5;F;Branca;Não Respondeu;RN;504.9;538.2;475.5;444.8;800.0;C;B;B;Sim, uma;Sim, uma;Não
11859;210059170228;2023;3;F;Parda;Privada;MG;519.3;525.3;518.0;548.2;780.0;H;E;G;Sim, uma;Sim, duas;Sim
11860;210059957567;2023;2;F;Parda;Não Respondeu;PB;475.3;578.6;507.9;610.2;900.0;B;D;C;Sim, uma;Sim, uma;Sim
11861;210061054841;2023;1;F;Parda;Não Respondeu;MG;599.0;649.4;661.0;742.3;700.0;E;E;B;Sim, uma;Sim, uma;Sim
11862;210058467956;2023;2;F;Branca;Não Respondeu;SP;387.4;568.9;585.7;502.5;660.0;E;F;I;Sim, uma;Sim, uma;Sim
11863;210058506897;2023;3;F;Parda;Privada;GO;461.5;438.1;469.2;416.7;860.0;F;D;E;Sim, uma;Sim, uma;Sim
11864;210060332451;2023;2;M;Parda;Não Respondeu;CE;588.2;674.6;619.7;791.0;700.0;E;E;D;Sim, uma;Sim, três;Sim
11865;210058227703;2023;3;M;Parda;Pública;GO;401.1;387.7;381.0;407.8;400.0;H;E;D;Sim, uma;Sim, uma;Sim
11866;210060343793;2023;4;F;Parda;Pública;CE;443.0;344.2;368.0;335.4;300.0;A;B;B;Sim, uma;Sim, uma;Sim
11867;210059445009;2023;3;F;Branca;Privada;SC;632.7;704.3;623.6;715.0;820.0;G;F;I;Sim, uma;Sim, uma;Sim
11868;210060566706;2023;3;F;Branca;Não Respondeu;PB;536.4;571.6;600.1;506.2;560.0;H;H;B;Sim, uma;Sim, uma;Sim
11869;210058610643;2023;3;F;Parda;Não Respondeu;MA;372.0;438.3;456.7;361.1;320.0;B;E;A;Sim, uma;Sim, uma;Não
11870;210059672239;2023;3;F;Parda;Não Respondeu;PB;;;;;;D;E;E;Sim, uma;Sim, uma;Sim
11871;210060236494;2023;2;M;Parda;Pública;MA;535.4;583.6;547.9;638.1;520.0;F;G;I;Sim, uma;Sim, duas;Sim
11872;210059049544;2023;6;M;Não declarado;Não Respondeu;BA;405.9;405.0;481.9;447.3;360.0;A;E;B;Sim, uma;Sim, uma;Sim
11873;210060755503;2023;14;F;Parda;Não Respondeu;PA;364.9;426.7;373.4;390.4;320.0;B;G;C;Sim, uma;Sim, uma;Sim
11874;210059479586;2023;2;F;Preta;Pública;SP;391.8;488.3;416.6;367.4;560.0;B;D;B;Sim, uma;Sim, uma;Sim
11875;210059121750;2023;11;M;Branca;Não Respondeu;RS;427.2;482.0;609.0;367.8;600.0;D;C;E;Sim, uma;Sim, três;Sim
11876;210058736696;2023;2;F;Branca;Não Respondeu;MG;483.1;554.2;548.2;618.4;560.0;E;E;B;Sim, uma;Sim, uma;Sim
11877;210059106584;2023;2;F;Branca;Pública;SC;457.0;557.5;538.0;591.5;560.0;E;E;D;Sim, uma;Sim, duas;Sim
11878;210058963518;2023;2;F;Branca;Pública;SP;618.4;642.0;560.2;679.7;660.0;E;F;J;Sim, uma;Sim, uma;Sim
11879;210058295656;2023;3;F;Parda;Pública;MG;466.9;399.5;393.4;401.6;240.0;C;B;B;Sim, duas;Sim, uma;Sim
11880;210061984674;2023;13;F;Preta;Não Respondeu;RJ;400.8;543.8;486.5;332.7;500.0;H;E;C;Sim, uma;Sim, uma;Sim
11881;210058464236;2023;3;F;Parda;Não Respondeu;PB;;;;;;B;E;B;Sim, uma;Sim, uma;Sim
11882;210058171645;2023;14;F;Preta;Não Respondeu;PE;;;;;;D;D;B;Sim, uma;Sim, duas;Sim
11883;210060166182;2023;3;M;Parda;Pública;RN;526.5;564.4;552.2;637.3;680.0;F;E;B;Sim, uma;Sim, uma;Sim
11884;210058130457;2023;3;M;Parda;Pública;CE;364.0;380.8;380.4;373.4;0.0;B;B;B;Sim, uma;Sim, uma;Sim
11885;210059687602;2023;12;F;Parda;Não Respondeu;PE;428.8;486.7;371.9;382.0;700.0;B;B;B;Sim, uma;Sim, uma;Sim
11886;210061075811;2023;12;F;Branca;Não Respondeu;RN;547.3;614.2;607.7;521.4;600.0;B;D;D;Sim, uma;Sim, uma;Sim
11887;210060132408;2023;2;F;Branca;Privada;PI;744.1;737.9;666.9;921.4;940.0;E;F;G;Sim, uma;Sim, duas;Sim
11888;210058963389;2023;2;M;Parda;Pública;BA;;448.5;423.7;;280.0;C;C;B;Sim, uma;Sim, uma;Sim
11889;210061728935;2023;1;M;Parda;Não Respondeu;PA;599.6;611.3;610.7;594.6;620.0;G;G;O;Sim, uma;Sim, quatro ou mais;Sim
11890;210058274157;2023;4;M;Branca;Não Respondeu;PR;;;;;;A;B;C;Sim, uma;Sim, duas;Sim
11891;210060007897;2023;8;F;Branca;Não Respondeu;SP;472.0;481.4;494.0;517.2;520.0;C;D;D;Sim, uma;Sim, uma;Sim
11892;210058826545;2023;4;M;Branca;Pública;MG;496.6;511.9;531.2;482.1;560.0;F;H;G;Sim, uma;Sim, três;Sim
11893;210059799475;2023;9;F;Branca;Não Respondeu;RS;407.3;487.9;451.5;508.8;600.0;H;G;H;Sim, uma;Sim, uma;Sim
11894;210060036002;2023;2;F;Branca;Pública;SP;521.7;519.4;525.5;558.3;620.0;E;G;C;Sim, uma;Sim, uma;Sim
11895;210058491608;2023;2;F;Branca;Pública;PR;441.8;469.2;503.2;476.6;560.0;E;E;E;Sim, uma;Sim, quatro ou mais;Sim
11896;210061161310;2023;11;F;Parda;Não Respondeu;PB;503.8;511.4;487.0;362.4;520.0;B;B;C;Sim, uma;Sim, uma;Sim
11897;210060679952;2023;11;F;Preta;Não Respondeu;RJ;;;;;;E;B;C;Sim, uma;Sim, uma;Sim
11898;210058405621;2023;2;F;Parda;Pública;PR;;;;;;E;E;B;Sim, uma;Sim, uma;Não
11899;210061623337;2023;1;M;Branca;Não Respondeu;GO;514.6;594.3;596.3;471.4;900.0;G;G;O;Sim, uma;Sim, duas;Sim
11900;210061971259;2023;4;M;Branca;Não Respondeu;SP;612.6;675.1;606.9;706.9;900.0;E;G;E;Sim, uma;Sim, uma;Sim
11901;210059999001;2023;4;M;Branca;Pública;PA;420.1;448.9;400.8;354.3;560.0;C;D;B;Sim, uma;Sim, uma;Sim
11902;210060577707;2023;3;M;Branca;Pública;MG;480.7;412.5;478.1;500.2;680.0;E;C;B;Sim, uma;Sim, uma;Sim
11903;210059805103;2023;3;F;Branca;Pública;GO;593.1;636.6;631.7;705.2;900.0;E;C;D;Sim, uma;Sim, uma;Sim
11904;210059693382;2023;10;F;Parda;Não Respondeu;SE;578.7;561.0;572.7;539.0;920.0;D;D;C;Sim, uma;Sim, uma;Sim
11905;210059152139;2023;6;M;Branca;Não Respondeu;PE;;;;;;E;D;B;Sim, uma;Sim, uma;Sim
11906;210061999274;2023;1;M;Branca;Não Respondeu;BA;503.0;514.4;506.6;487.1;560.0;F;E;D;Sim, uma;Sim, uma;Sim
11907;210059397412;2023;4;F;Parda;Não Respondeu;PA;393.2;455.1;419.8;409.2;540.0;F;E;A;Sim, uma;Sim, uma;Sim
11908;210061896213;2023;2;F;Branca;Não Respondeu;AL;507.5;532.9;519.0;494.8;660.0;C;D;G;Sim, uma;Sim, duas;Sim
11909;210060909014;2023;4;M;Branca;Pública;SP;415.4;366.2;457.7;403.6;0.0;F;G;I;Sim, uma;Sim, uma;Sim
11910;210059948991;2023;2;F;Parda;Pública;BA;488.6;509.0;475.1;574.5;760.0;D;E;G;Sim, uma;Sim, uma;Sim
11911;210061812567;2023;2;M;Branca;Não Respondeu;SP;473.2;432.7;452.4;566.4;700.0;E;F;K;Sim, uma;Sim, duas;Sim
11912;210061161367;2023;2;M;Parda;Pública;MT;541.7;549.0;579.3;545.3;840.0;F;G;G;Sim, uma;Sim, duas;Sim
11913;210060852594;2023;1;F;Parda;Não Respondeu;AL;440.2;557.3;525.7;544.8;720.0;B;B;C;Sim, uma;Sim, duas;Sim
11914;210059294732;2023;20;F;Branca;Não Respondeu;RJ;442.0;339.4;407.9;389.7;420.0;E;E;B;Não;Não;Sim
