;NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_COR_RACA;TP_ESCOLA;SG_UF_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q001;Q002;Q006;Q012;Q019;Q025
26864;210059364232;2023;7;F;Parda;Não Respondeu;MA;449.5;589.5;595.2;572.0;700.0;D;B;F;Sim, uma;Sim, uma;Sim
26865;210058898016;2023;9;M;Não declarado;Não Respondeu;RS;511.0;665.1;601.0;664.9;620.0;C;C;E;Sim, uma;Sim, uma;Sim
26866;210061669123;2023;4;F;Parda;Não Respondeu;PB;430.4;454.7;615.8;694.6;840.0;D;E;D;Sim, uma;Sim, uma;Sim
26867;210059275726;2023;2;F;Parda;Não Respondeu;AC;445.1;524.9;488.9;597.5;800.0;E;E;B;Sim, uma;Sim, uma;Sim
26868;210061304545;2023;2;F;Branca;Pública;PI;392.2;445.6;345.3;414.2;840.0;E;C;B;Sim, uma;Sim, uma;Sim
26869;210059900141;2023;2;F;Parda;Não Respondeu;PA;326.3;374.3;415.5;448.3;440.0;H;D;H;Sim, uma;Sim, uma;Sim
26870;210061772234;2023;2;F;Branca;Não Respondeu;PE;480.7;505.1;498.2;560.3;640.0;D;E;G;Sim, uma;Sim, uma;Sim
26871;210060968717;2023;11;M;Branca;Não Respondeu;RS;503.5;459.0;502.6;520.3;360.0;D;E;A;Sim, uma;Sim, duas;Sim
26872;210060027881;2023;1;M;Branca;Não Respondeu;RJ;599.7;634.2;600.9;660.8;700.0;F;F;H;Sim, uma;Sim, três;Sim
26873;210059752043;2023;11;F;Branca;Não Respondeu;CE;508.3;568.6;550.7;618.4;620.0;C;E;B;Sim, uma;Sim, uma;Sim
26874;210060822942;2023;7;F;Branca;Não Respondeu;RJ;;;;;;D;G;G;Sim, uma;Sim, uma;Sim
26875;210058410877;2023;2;F;Branca;Pública;GO;423.5;504.3;449.0;563.1;660.0;F;G;E;Sim, uma;Sim, duas;Sim
26876;210058503253;2023;5;F;Parda;Não Respondeu;MG;;;;;;D;D;C;Sim, uma;Sim, uma;Sim
26877;210059511867;2023;5;M;Parda;Não Respondeu;BA;443.8;495.6;430.9;483.7;920.0;A;E;F;Sim, uma;Sim, duas;Sim
26878;210061231591;2023;7;M;Parda;Não Respondeu;SP;502.8;474.6;486.6;610.1;940.0;E;D;C;Sim, uma;Sim, uma;Sim
26879;210061415426;2023;9;F;Parda;Não Respondeu;ES;;;;;;H;A;C;Sim, uma;Sim, uma;Sim
26880;210058272735;2023;2;F;Branca;Privada;SP;528.7;524.7;615.0;663.2;640.0;F;E;G;Sim, uma;Sim, uma;Sim
26881;210061279963;2023;3;F;Branca;Não Respondeu;SP;630.2;609.3;608.9;652.5;780.0;F;G;L;Sim, uma;Sim, duas;Sim
26882;210058096518;2023;4;M;Branca;Não Respondeu;RJ;405.7;461.5;444.8;428.7;500.0;H;E;D;Sim, uma;Sim, duas;Sim
26883;210060513598;2023;3;F;Branca;Não Respondeu;AC;482.1;433.1;479.6;473.8;480.0;F;F;E;Sim, uma;Sim, uma;Sim
26884;210060203641;2023;2;F;Parda;Não Respondeu;SE;380.7;449.7;486.0;370.9;540.0;D;E;C;Sim, uma;Sim, uma;Sim
26885;210058737543;2023;4;M;Parda;Pública;PE;622.5;737.8;669.6;774.8;840.0;D;G;E;Sim, uma;Sim, uma;Sim
26886;210059088788;2023;2;F;Preta;Pública;SC;572.3;583.7;464.2;583.9;740.0;E;F;L;Sim, uma;Sim, duas;Sim
26887;210059471041;2023;2;F;Branca;Privada;SP;447.0;533.6;534.5;500.0;700.0;C;E;F;Sim, duas;Sim, duas;Sim
26888;210061198056;2023;2;F;Branca;Não Respondeu;BA;574.3;609.0;587.6;547.0;780.0;C;E;A;Sim, uma;Sim, uma;Sim
26889;210058789103;2023;2;F;Parda;Privada;SE;464.2;555.8;582.0;529.7;900.0;F;E;H;Sim, uma;Sim, duas;Sim
26890;210060181522;2023;4;M;Parda;Pública;BA;;;;;;D;E;B;Sim, uma;Sim, uma;Sim
26891;210058899418;2023;8;F;Parda;Não Respondeu;RJ;;;;;;A;B;D;Sim, uma;Sim, uma;Não
26892;210058046227;2023;4;F;Parda;Não Respondeu;PE;;;;;;E;F;C;Sim, uma;Sim, uma;Sim
26893;210059217411;2023;1;M;Preta;Não Respondeu;GO;456.9;482.9;503.9;522.8;500.0;G;G;P;Sim, uma;Sim, duas;Sim
26894;210061147406;2023;3;F;Parda;Pública;PA;452.3;429.9;544.3;499.6;940.0;E;E;B;Sim, uma;Sim, uma;Sim
26895;210061026147;2023;3;F;Branca;Não Respondeu;PA;;;;;;B;D;B;Sim, uma;Sim, uma;Sim
26896;210061442515;2023;3;F;Não declarado;Pública;SP;;;;;;H;C;B;Não;Não;Sim
26897;210059004222;2023;7;M;Parda;Não Respondeu;BA;;;;;;E;E;G;Sim, uma;Sim, duas;Sim
26898;210061151233;2023;2;M;Amarela;Pública;AM;467.8;530.8;575.2;415.9;460.0;G;E;G;Sim, uma;Sim, quatro ou mais;Sim
26899;210061617815;2023;3;M;Parda;Privada;PE;385.8;491.2;475.2;507.7;660.0;H;H;D;Sim, uma;Sim, uma;Sim
26900;210061303408;2023;3;F;Branca;Pública;GO;;;;;;H;E;B;Sim, uma;Sim, uma;Sim
26901;210061098287;2023;3;M;Preta;Pública;SP;566.0;466.5;544.1;739.8;620.0;E;E;G;Sim, uma;Sim, duas;Sim
26902;210058536714;2023;4;F;Branca;Não Respondeu;BA;357.2;493.7;488.0;423.2;460.0;C;D;B;Sim, uma;Sim, uma;Não
26903;210061770537;2023;1;M;Branca;Não Respondeu;SP;665.6;685.1;623.1;774.6;640.0;G;F;L;Sim, uma;Sim, uma;Sim
26904;210059273084;2023;1;F;Parda;Não Respondeu;AP;;;;;;C;E;C;Sim, uma;Não;Sim
26905;210058422419;2023;9;F;Preta;Não Respondeu;RN;552.3;501.2;572.4;427.1;580.0;E;B;D;Sim, uma;Sim, uma;Sim
26906;210059264467;2023;15;F;Preta;Não Respondeu;AP;;;;;;A;A;B;Não;Sim, uma;Não
26907;210061182938;2023;2;F;Branca;Não Respondeu;BA;597.1;637.3;577.5;687.8;960.0;E;F;D;Sim, uma;Sim, uma;Sim
26908;210060784609;2023;6;F;Branca;Pública;CE;490.1;456.4;406.7;340.6;0.0;B;B;B;Sim, uma;Não;Sim
26909;210061004671;2023;3;F;Branca;Privada;SP;555.1;585.0;602.5;696.3;680.0;E;F;G;Sim, uma;Sim, uma;Sim
26910;210059992679;2023;4;F;Branca;Não Respondeu;RO;;;;;;C;C;C;Sim, uma;Sim, uma;Sim
26911;210059574273;2023;3;F;Branca;Pública;SP;487.1;504.9;496.5;583.4;640.0;D;E;G;Sim, uma;Sim, duas;Sim
26912;210059718417;2023;3;F;Parda;Pública;BA;378.3;400.7;469.3;379.2;600.0;C;C;B;Sim, uma;Não;Não
26913;210059733602;2023;4;F;Branca;Não Respondeu;RN;;;;;;H;C;B;Sim, uma;Sim, uma;Sim
26914;210059428179;2023;3;M;Branca;Pública;SP;422.1;400.0;327.3;416.5;300.0;C;E;E;Sim, uma;Sim, uma;Sim
26915;210059257730;2023;3;F;Branca;Pública;PI;470.8;526.6;531.4;406.8;680.0;E;E;B;Sim, uma;Não;Não
26916;210059283602;2023;2;F;Branca;Pública;SP;;;;;;E;B;D;Sim, uma;Sim, uma;Sim
26917;210060558027;2023;2;F;Amarela;Não Respondeu;SC;553.0;571.2;533.1;570.6;620.0;F;E;E;Sim, uma;Sim, uma;Sim
26918;210060121738;2023;3;F;Branca;Pública;GO;522.2;566.7;554.5;549.7;760.0;B;C;F;Sim, uma;Sim, uma;Sim
26919;210062050854;2023;2;M;Parda;Pública;SC;;502.3;520.2;;620.0;E;G;I;Sim, uma;Sim, três;Sim
26920;210061092157;2023;9;M;Parda;Não Respondeu;RJ;;;;;;B;C;B;Sim, uma;Sim, uma;Sim
26921;210059114974;2023;3;M;Preta;Não Respondeu;PI;;415.3;573.4;;300.0;B;B;B;Sim, uma;Sim, uma;Sim
26922;210058361649;2023;7;F;Branca;Não Respondeu;PA;471.2;456.6;488.9;420.2;500.0;E;E;B;Sim, uma;Sim, uma;Sim
26923;210058432089;2023;3;F;Preta;Pública;PB;380.0;442.2;424.5;480.3;580.0;E;E;B;Sim, uma;Sim, uma;Não
26924;210058427715;2023;7;M;Preta;Não Respondeu;RJ;385.1;312.2;449.0;367.5;0.0;D;D;B;Sim, uma;Sim, uma;Sim
26925;210059283626;2023;2;F;Parda;Pública;PE;383.4;521.5;486.3;431.5;0.0;B;C;A;Sim, uma;Não;Sim
26926;210059009794;2023;11;F;Branca;Não Respondeu;RS;497.0;516.4;521.0;467.1;480.0;D;D;A;Sim, uma;Sim, uma;Sim
26927;210060894882;2023;2;F;Branca;Privada;SP;561.4;632.5;597.0;644.3;680.0;D;G;G;Sim, uma;Sim, uma;Sim
26928;210060815753;2023;1;M;Branca;Não Respondeu;SC;541.4;624.4;574.2;567.6;500.0;F;F;G;Sim, uma;Sim, duas;Sim
26929;210060606374;2023;12;F;Parda;Não Respondeu;PE;;;;;;B;B;B;Sim, uma;Sim, uma;Sim
26930;210059620579;2023;3;F;Parda;Pública;PR;;;;;;D;B;D;Sim, uma;Sim, uma;Sim
26931;210059372379;2023;4;F;Preta;Não Respondeu;AP;535.0;535.2;488.9;408.1;860.0;F;G;D;Sim, uma;Sim, uma;Sim
26932;210061345643;2023;2;M;Branca;Pública;DF;;;;;;F;F;G;Sim, uma;Sim, duas;Sim
26933;210060556187;2023;13;F;Preta;Não Respondeu;MT;446.9;440.0;413.1;377.5;0.0;B;B;A;Sim, uma;Sim, uma;Sim
26934;210059202400;2023;12;F;Parda;Não Respondeu;MA;;;;;;A;A;B;Sim, uma;Sim, uma;Sim
26935;210058975491;2023;4;F;Preta;Não Respondeu;GO;;;;;;B;E;B;Sim, uma;Sim, uma;Sim
26936;210058525496;2023;3;F;Branca;Pública;AL;491.3;384.9;392.3;468.2;420.0;B;B;A;Sim, uma;Sim, uma;Sim
26937;210061605915;2023;4;M;Branca;Não Respondeu;SP;;;;;;F;F;P;Sim, uma;Sim, três;Sim
26938;210059788464;2023;3;F;Parda;Pública;PR;432.8;371.6;363.1;404.5;400.0;B;B;E;Sim, uma;Sim, uma;Sim
26939;210058471050;2023;2;F;Parda;Não Respondeu;PE;342.9;430.8;519.0;552.9;560.0;E;E;D;Sim, uma;Sim, uma;Sim
26940;210060893391;2023;5;F;Branca;Não Respondeu;SP;711.9;648.9;643.8;802.3;940.0;F;G;J;Sim, uma;Sim, duas;Sim
26941;210058581617;2023;3;M;Branca;Não Respondeu;PE;463.2;495.0;495.5;675.8;980.0;G;G;I;Sim, uma;Sim, três;Sim
26942;210061616691;2023;2;M;Parda;Não Respondeu;BA;517.2;493.9;495.8;485.4;560.0;B;B;C;Sim, uma;Sim, uma;Não
26943;210061341409;2023;3;F;Parda;Pública;SP;530.9;558.9;509.9;362.0;600.0;H;G;E;Sim, uma;Sim, quatro ou mais;Sim
26944;210059832971;2023;2;F;Indígena;Pública;AM;;;;;;B;A;B;Sim, uma;Sim, uma;Sim
26945;210059233497;2023;7;F;Parda;Não Respondeu;RJ;630.4;579.7;529.1;824.4;920.0;E;C;L;Sim, duas;Sim, duas;Sim
26946;210060784867;2023;7;F;Parda;Não Respondeu;PE;431.5;396.9;428.4;510.6;320.0;E;E;B;Sim, uma;Sim, uma;Sim
26947;210060024855;2023;2;F;Branca;Privada;RJ;452.0;536.6;546.1;466.9;680.0;E;E;B;Sim, uma;Sim, uma;Sim
26948;210061265381;2023;7;F;Preta;Não Respondeu;SC;515.4;528.3;509.1;472.4;600.0;D;B;E;Sim, uma;Sim, uma;Não
26949;210060728854;2023;3;M;Parda;Pública;PE;463.0;543.5;426.1;457.7;680.0;C;E;B;Sim, uma;Sim, uma;Sim
26950;210061138252;2023;2;F;Branca;Não Respondeu;PE;642.7;601.9;636.8;743.9;960.0;G;F;K;Sim, uma;Sim, três;Sim
26951;210059300169;2023;2;F;Parda;Pública;BA;459.5;591.8;529.3;509.6;720.0;B;E;B;Sim, uma;Sim, uma;Sim
26952;210060277963;2023;2;M;Branca;Pública;GO;502.5;506.8;535.9;681.0;720.0;H;E;C;Sim, uma;Sim, uma;Sim
26953;210061163800;2023;5;F;Parda;Não Respondeu;AL;553.2;570.4;646.3;599.4;760.0;D;E;F;Sim, uma;Sim, duas;Sim
26954;210060757147;2023;6;M;Parda;Não Respondeu;ES;587.4;572.5;545.4;569.5;560.0;E;E;B;Sim, uma;Sim, uma;Sim
26955;210061053530;2023;6;F;Branca;Não Respondeu;RS;;;;;;E;B;C;Sim, uma;Sim, uma;Sim
26956;210060387227;2023;6;M;Parda;Não Respondeu;RJ;;;;;;D;E;B;Sim, uma;Sim, uma;Sim
26957;210060209144;2023;2;F;Parda;Não Respondeu;RO;456.5;450.7;483.8;507.0;400.0;H;D;B;Sim, uma;Não;Sim
26958;210061976963;2023;15;F;Preta;Não Respondeu;MG;;;;;;C;C;C;Sim, uma;Sim, uma;Sim
26959;210058391614;2023;1;M;Preta;Não Respondeu;GO;480.3;548.4;524.3;607.4;760.0;C;E;C;Sim, uma;Sim, uma;Sim
26960;210059868814;2023;9;F;Parda;Não Respondeu;CE;409.1;354.0;305.9;345.3;380.0;H;A;B;Sim, uma;Sim, uma;Sim
26961;210058263061;2023;5;F;Branca;Não Respondeu;PA;;;;;;D;B;B;Sim, uma;Sim, uma;Sim
26962;210059763971;2023;4;M;Branca;Não Respondeu;MG;550.2;579.5;472.8;583.4;620.0;C;E;A;Sim, uma;Sim, três;Sim
26963;210058257737;2023;3;M;Branca;Não Respondeu;SC;666.4;664.2;570.2;784.7;640.0;E;E;L;Sim, uma;Sim, uma;Sim
26964;210060502570;2023;9;M;Parda;Não Respondeu;MA;;;;;;B;B;E;Não;Sim, uma;Não
26965;210059557329;2023;7;F;Branca;Não Respondeu;SP;;;;;;B;E;E;Sim, uma;Sim, uma;Sim
26966;210060078892;2023;14;F;Preta;Não Respondeu;SP;;;;;;B;H;B;Sim, uma;Sim, uma;Sim
26967;210061032294;2023;3;F;Parda;Pública;AM;437.0;551.4;554.5;604.5;600.0;C;F;C;Sim, uma;Sim, uma;Sim
26968;210060834543;2023;2;M;Parda;Pública;AL;416.3;476.6;495.0;654.1;740.0;E;E;B;Sim, uma;Sim, uma;Sim
26969;210058432903;2023;3;M;Parda;Privada;PE;585.2;395.7;575.7;484.1;620.0;F;F;J;Sim, uma;Sim, uma;Sim
26970;210060857358;2023;1;F;Branca;Não Respondeu;BA;458.0;451.2;425.4;456.0;640.0;G;G;J;Sim, uma;Sim, uma;Sim
26971;210058343817;2023;3;F;Parda;Pública;CE;;;;;;A;B;B;Sim, uma;Não;Não
26972;210061523845;2023;2;M;Branca;Privada;PA;543.0;629.5;654.7;756.2;740.0;E;G;M;Sim, duas;Sim, três;Sim
26973;210060380989;2023;3;M;Preta;Pública;PE;425.2;541.3;482.0;387.2;460.0;C;C;B;Sim, uma;Sim, uma;Sim
26974;210059799389;2023;9;M;Preta;Não Respondeu;AP;;348.5;418.0;;0.0;B;E;B;Sim, uma;Sim, uma;Não
26975;210059626584;2023;12;F;Preta;Não Respondeu;PA;411.6;534.9;476.9;430.8;460.0;H;E;C;Sim, uma;Sim, uma;Sim
26976;210060066633;2023;1;M;Branca;Não Respondeu;GO;652.5;656.6;611.3;788.7;820.0;G;G;N;Sim, uma;Sim, duas;Sim
26977;210058819664;2023;2;M;Parda;Pública;GO;486.4;491.0;495.3;558.9;0.0;D;D;C;Sim, uma;Sim, uma;Sim
26978;210059424157;2023;4;F;Branca;Não Respondeu;RJ;;;;;;H;E;A;Sim, uma;Sim, uma;Não
26979;210059059599;2023;7;F;Branca;Não Respondeu;SP;647.0;675.4;593.5;831.2;900.0;E;G;D;Sim, uma;Sim, uma;Sim
26980;210060998320;2023;12;F;Branca;Não Respondeu;SP;;;;;;C;F;C;Sim, uma;Sim, duas;Sim
26981;210060466121;2023;4;M;Preta;Pública;AL;621.4;693.6;566.3;670.8;800.0;H;E;E;Sim, uma;Sim, duas;Sim
26982;210059553014;2023;15;M;Parda;Não Respondeu;RJ;394.9;404.5;360.9;378.5;500.0;E;C;C;Sim, uma;Sim, duas;Sim
26983;210060092666;2023;11;M;Branca;Não Respondeu;SP;651.0;727.8;650.8;809.5;800.0;F;F;H;Sim, uma;Sim, uma;Sim
26984;210061588760;2023;2;F;Branca;Não Respondeu;SC;523.8;601.6;602.8;587.8;580.0;E;C;E;Sim, uma;Sim, uma;Sim
26985;210059927495;2023;1;F;Branca;Não Respondeu;SP;443.5;377.7;482.1;463.6;520.0;E;D;G;Sim, uma;Sim, três;Sim
26986;210060237278;2023;2;F;Branca;Pública;SP;559.0;636.0;619.0;623.7;620.0;E;G;B;Sim, uma;Sim, uma;Sim
26987;210058445013;2023;2;F;Branca;Privada;SP;605.9;640.4;631.8;717.6;940.0;G;G;O;Sim, uma;Sim, quatro ou mais;Sim
26988;210058055848;2023;9;F;Parda;Não Respondeu;PA;;;;;;E;G;B;Sim, uma;Não;Sim
26989;210059750700;2023;2;F;Preta;Privada;BA;535.2;549.7;555.5;523.7;960.0;D;E;E;Sim, uma;Sim, duas;Sim
26990;210060477777;2023;4;M;Parda;Não Respondeu;PA;;;;;;D;E;C;Não;Sim, uma;Sim
26991;210062031227;2023;19;M;Branca;Não Respondeu;SP;;;;;;F;G;N;Sim, uma;Sim, duas;Sim
26992;210058685116;2023;1;M;Parda;Não Respondeu;PI;490.2;488.3;391.8;463.8;660.0;H;D;B;Sim, uma;Sim, uma;Sim
26993;210058699458;2023;3;F;Preta;Não Respondeu;RS;390.6;432.6;451.2;499.5;520.0;C;D;C;Sim, uma;Sim, três;Sim
26994;210061438252;2023;5;M;Parda;Não Respondeu;PB;;;;;;E;E;B;Sim, uma;Sim, uma;Sim
26995;210058042655;2023;11;M;Parda;Não Respondeu;MG;632.2;679.0;641.7;623.2;600.0;E;G;P;Sim, uma;Sim, duas;Sim
26996;210061913847;2023;1;M;Parda;Não Respondeu;PB;529.8;343.7;617.7;730.6;800.0;F;F;Q;Sim, uma;Sim, quatro ou mais;Sim
26997;210058948230;2023;2;F;Branca;Pública;SP;;;;;;D;D;C;Sim, uma;Sim, uma;Sim
26998;210059833322;2023;4;F;Parda;Não Respondeu;MA;499.7;442.4;476.2;464.6;540.0;E;C;B;Sim, uma;Não;Não
26999;210059409180;2023;2;F;Branca;Não Respondeu;RN;580.6;634.1;658.4;760.9;820.0;E;F;I;Sim, uma;Sim, uma;Sim
27000;210059668320;2023;2;F;Branca;Não Respondeu;ES;373.1;502.7;506.3;464.0;680.0;B;C;B;Sim, uma;Sim, uma;Sim
27001;210061370757;2023;2;F;Branca;Privada;SP;609.9;577.0;600.0;632.2;800.0;G;F;N;Sim, duas;Sim, duas;Sim
27002;210059554796;2023;13;M;Parda;Não Respondeu;RJ;554.0;665.9;586.1;616.6;540.0;H;C;B;Sim, uma;Sim, uma;Não
27003;210059335725;2023;14;M;Parda;Não Respondeu;PI;;711.3;617.1;;560.0;F;G;Q;Sim, uma;Sim, duas;Sim
27004;210059066639;2023;5;M;Branca;Não Respondeu;RN;;;;;;E;E;D;Sim, uma;Sim, uma;Sim
27005;210060629030;2023;1;F;Parda;Não Respondeu;PR;589.0;616.1;612.5;662.2;920.0;E;E;G;Sim, uma;Sim, duas;Sim
27006;210059766388;2023;3;F;Branca;Privada;SP;491.5;617.2;652.4;777.0;840.0;G;G;P;Sim, uma;Sim, três;Sim
27007;210059719475;2023;11;M;Parda;Não Respondeu;PA;641.4;640.5;663.7;707.3;580.0;G;F;B;Sim, uma;Sim, uma;Sim
27008;210061424850;2023;3;F;Parda;Pública;SP;;;;;;B;D;F;Sim, uma;Sim, uma;Sim
27009;210059346678;2023;12;M;Parda;Não Respondeu;PI;;487.5;458.1;;480.0;A;C;B;Sim, uma;Sim, uma;Não
27010;210060990198;2023;7;F;Branca;Não Respondeu;RN;466.8;523.1;494.0;487.0;880.0;B;B;B;Sim, uma;Sim, duas;Sim
27011;210060635387;2023;13;F;Preta;Não Respondeu;PE;;;;;;B;B;A;Não;Sim, uma;Sim
27012;210060211660;2023;9;F;Preta;Não Respondeu;BA;454.3;498.9;450.6;406.4;520.0;A;A;C;Sim, uma;Sim, uma;Sim
27013;210058646226;2023;2;F;Parda;Não Respondeu;GO;469.8;574.0;566.3;493.0;520.0;E;E;I;Sim, uma;Sim, uma;Sim
27014;210060811457;2023;8;F;Parda;Não Respondeu;PA;379.5;367.7;441.6;502.8;600.0;F;E;B;Sim, uma;Sim, uma;Sim
27015;210059066058;2023;11;F;Parda;Não Respondeu;MT;478.3;530.7;334.6;585.4;480.0;B;B;B;Sim, uma;Sim, uma;Sim
27016;210059252060;2023;5;F;Indígena;Não Respondeu;RN;440.2;490.7;540.0;497.7;720.0;F;C;I;Sim, uma;Sim, uma;Sim
27017;210060977818;2023;11;M;Parda;Não Respondeu;RO;576.8;613.2;619.6;749.8;960.0;F;G;E;Sim, uma;Sim, uma;Sim
27018;210059829736;2023;13;F;Preta;Não Respondeu;BA;;;;;;B;D;B;Sim, uma;Sim, uma;Sim
27019;210059543461;2023;3;M;Branca;Pública;GO;344.2;345.2;385.9;403.9;440.0;C;E;B;Sim, uma;Sim, uma;Sim
27020;210058790710;2023;3;M;Branca;Não Respondeu;SP;494.5;519.0;533.1;395.8;500.0;D;F;F;Sim, uma;Sim, duas;Sim
27021;210061680376;2023;3;F;Branca;Pública;PR;396.2;360.4;462.3;397.5;560.0;D;D;E;Sim, uma;Sim, uma;Sim
27022;210060649410;2023;5;M;Parda;Pública;CE;459.0;440.7;404.6;366.9;400.0;D;E;B;Sim, uma;Sim, uma;Sim
27023;210059232659;2023;2;F;Preta;Não Respondeu;BA;;414.2;406.6;;540.0;E;E;B;Sim, uma;Sim, uma;Sim
27024;210059651296;2023;2;F;Branca;Não Respondeu;SP;474.4;534.3;510.0;606.9;740.0;G;G;M;Sim, duas;Sim, três;Sim
27025;210061348651;2023;4;F;Preta;Não Respondeu;MG;488.9;472.7;573.8;536.9;0.0;E;D;B;Sim, uma;Sim, uma;Sim
27026;210058205499;2023;4;M;Parda;Pública;BA;559.9;584.4;541.6;479.3;520.0;D;C;B;Sim, uma;Sim, uma;Sim
27027;210058195057;2023;2;M;Preta;Não Respondeu;SP;;;;;;B;C;C;Sim, uma;Sim, duas;Sim
27028;210061672124;2023;2;M;Parda;Pública;PR;480.7;473.3;469.2;354.8;460.0;D;C;E;Sim, uma;Sim, uma;Sim
27029;210060008895;2023;9;F;Parda;Não Respondeu;AL;504.4;553.7;460.2;396.6;520.0;B;B;C;Sim, uma;Sim, uma;Sim
27030;210058297470;2023;3;F;Preta;Pública;RJ;;;;;;H;E;D;Sim, uma;Sim, uma;Sim
27031;210058340734;2023;14;M;Branca;Não Respondeu;AP;468.7;439.0;536.0;567.1;480.0;D;D;C;Sim, uma;Sim, uma;Sim
27032;210059403229;2023;3;F;Branca;Pública;SC;462.2;506.8;464.8;397.8;560.0;E;H;G;Sim, uma;Sim, uma;Sim
27033;210061977468;2023;1;M;Branca;Não Respondeu;PR;456.9;371.7;391.6;444.1;400.0;D;D;B;Sim, uma;Sim, uma;Não
27034;210058701502;2023;2;F;Parda;Pública;PB;436.3;543.9;450.8;338.6;560.0;C;A;A;Sim, uma;Sim, uma;Sim
27035;210060005423;2023;14;M;Parda;Não Respondeu;PB;558.1;390.4;531.4;470.2;560.0;B;A;B;Sim, uma;Sim, uma;Sim
27036;210058266262;2023;4;F;Parda;Pública;CE;;;;;;H;H;B;Não;Não;Não
27037;210058084779;2023;3;M;Branca;Privada;CE;676.2;663.0;618.7;786.8;960.0;F;G;G;Sim, uma;Sim, duas;Sim
27038;210060388649;2023;5;M;Branca;Pública;RN;647.7;591.2;596.0;738.9;800.0;G;G;M;Sim, uma;Sim, duas;Sim
27039;210059932090;2023;11;F;Branca;Não Respondeu;RO;;;;;;E;F;F;Sim, uma;Não;Sim
27040;210061751922;2023;3;M;Preta;Pública;PE;;;;;;E;F;B;Sim, uma;Sim, duas;Sim
27041;210059238819;2023;5;M;Branca;Não Respondeu;AL;;;;;;H;F;E;Sim, uma;Sim, uma;Sim
27042;210060897985;2023;3;M;Branca;Pública;SP;544.0;522.4;530.4;751.6;520.0;G;D;H;Sim, duas;Sim, quatro ou mais;Sim
27043;210059083564;2023;11;M;Parda;Não Respondeu;GO;582.8;667.7;576.9;622.8;560.0;A;B;D;Sim, uma;Sim, uma;Sim
27044;210058443334;2023;1;F;Branca;Não Respondeu;SC;534.7;577.3;576.5;569.0;740.0;G;G;H;Sim, duas;Sim, duas;Sim
27045;210059282515;2023;1;F;Branca;Não Respondeu;MA;498.3;528.9;532.9;509.9;640.0;F;G;B;Sim, uma;Sim, uma;Sim
27046;210058922015;2023;11;M;Preta;Não Respondeu;SE;534.6;500.3;418.9;483.6;640.0;E;E;D;Sim, uma;Sim, uma;Sim
27047;210059318274;2023;8;M;Parda;Não Respondeu;AM;;;;;;E;E;C;Sim, uma;Sim, uma;Sim
27048;210060638453;2023;6;M;Parda;Pública;CE;438.2;476.3;401.6;346.0;0.0;E;D;B;Sim, uma;Sim, uma;Sim
27049;210060979525;2023;3;F;Branca;Pública;SP;582.6;612.7;595.7;567.3;820.0;C;F;E;Sim, uma;Sim, uma;Sim
27050;210061211246;2023;4;M;Branca;Não Respondeu;AP;393.3;442.9;523.0;446.8;580.0;G;G;J;Sim, duas;Sim, três;Sim
27051;210059633107;2023;3;M;Branca;Pública;CE;432.0;372.7;361.7;391.6;460.0;C;C;B;Sim, duas;Sim, uma;Sim
27052;210060111418;2023;13;F;Preta;Não Respondeu;BA;388.1;560.9;452.3;386.0;440.0;E;D;B;Sim, uma;Sim, uma;Sim
27053;210061060441;2023;11;M;Indígena;Pública;AL;;;;;;C;C;B;Sim, uma;Sim, uma;Sim
27054;210058116068;2023;4;M;Parda;Não Respondeu;RN;376.3;493.6;468.4;607.0;820.0;H;E;B;Sim, uma;Sim, uma;Sim
27055;210060479446;2023;3;M;Parda;Pública;CE;479.1;485.4;603.8;604.3;900.0;C;E;B;Sim, uma;Sim, uma;Sim
27056;210059915786;2023;3;F;Parda;Pública;BA;;;;;;A;C;A;Sim, uma;Sim, uma;Sim
27057;210058749506;2023;2;F;Branca;Não Respondeu;PE;478.7;578.6;549.6;487.8;540.0;H;E;C;Sim, uma;Sim, uma;Sim
27058;210058533878;2023;3;F;Parda;Não Respondeu;GO;581.3;515.4;519.2;361.8;500.0;B;C;B;Sim, uma;Não;Não
27059;210059092010;2023;7;F;Branca;Não Respondeu;AL;464.9;472.1;536.4;333.0;600.0;E;E;C;Sim, uma;Sim, uma;Sim
27060;210060055790;2023;3;F;Parda;Pública;PA;458.9;431.4;343.3;336.3;560.0;C;C;B;Sim, uma;Sim, uma;Sim
27061;210060976136;2023;3;M;Branca;Pública;SP;458.5;463.3;529.9;510.5;680.0;D;E;F;Sim, uma;Sim, duas;Sim
27062;210059031884;2023;3;F;Parda;Pública;DF;;;;;;H;B;C;Sim, uma;Sim, uma;Sim
27063;210061368695;2023;4;F;Branca;Não Respondeu;RJ;;;;;;E;E;A;Sim, uma;Sim, uma;Sim
27064;210059838888;2023;4;M;Parda;Não Respondeu;RJ;555.0;561.4;552.2;757.0;600.0;F;F;F;Sim, uma;Sim, duas;Sim
27065;210061808588;2023;5;F;Parda;Não Respondeu;MT;;;;;;F;F;G;Sim, uma;Sim, duas;Sim
27066;210059799865;2023;4;M;Parda;Não Respondeu;PB;561.9;562.0;540.0;600.4;640.0;B;B;B;Sim, uma;Sim, uma;Sim
